variant,query_id,avg_relevance,ndcg@10,recall@10,recall@50,recall@100,precision@10,n_results,n_scored,n_missing,n_relevant
bm25_rerank,36,0.95,0.9540753572988657,0.0641025641025641,0.32051282051282054,0.4423076923076923,1.0,100,10,1,156
bm25_rerank,37,0.85,0.7949942078560711,0.012150668286755772,0.060753341433778855,0.1166464155528554,1.0,100,10,1,823
bm25_rerank,38,0.55,1.0,0.04716981132075472,0.22169811320754718,0.24528301886792453,1.0,100,10,0,212
bm25_rerank,39,0.9,0.8322624027341509,0.06711409395973154,0.33557046979865773,0.6442953020134228,1.0,100,10,0,149
bm25_rerank,40,0.8,0.7724064617057562,0.06097560975609756,0.3048780487804878,0.573170731707317,1.0,100,10,1,164
bm25_rerank,41,0.95,0.9355366141346171,0.125,0.525,0.5625,1.0,100,10,0,80
bm25_rerank,42,0.5,0.6261418738974791,0.12,0.14666666666666667,0.14666666666666667,0.9,100,10,2,75
bm25_rerank,43,0.85,0.8043171942460279,0.009514747859181731,0.04186489058039962,0.049476688867745006,1.0,100,10,0,1051
bm25_rerank,44,0.8,0.7583925515448938,0.04608294930875576,0.2304147465437788,0.4470046082949309,1.0,100,10,0,217
bm25_rerank,45,0.35,0.31608417050322835,0.06542056074766354,0.17757009345794392,0.17757009345794392,0.7,100,10,6,107
bm25_rerank,46,0.4444444444444444,0.453727047455713,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.8888888888888888,100,9,91,102
bm25_rerank,47,0.5,1.0,0.1,0.49,0.91,1.0,100,10,0,100
bm25_rerank,48,0.55,1.0,0.03546099290780142,0.1773049645390071,0.2801418439716312,1.0,100,10,0,282
bm25_rerank,49,0.5,1.0,0.08620689655172414,0.1724137931034483,0.1724137931034483,1.0,100,10,1,116
bm25_rerank,50,0.85,0.7892868121572288,0.02557544757033248,0.1278772378516624,0.16624040920716113,1.0,100,10,5,391
bm25_rerank,51,0.55,1.0,0.017006802721088437,0.08503401360544217,0.16326530612244897,1.0,100,10,0,588
bm25_rerank,52,0.5,1.0,0.007042253521126761,0.035211267605633804,0.06901408450704226,1.0,100,10,1,1420
bm25_rerank,53,0.5,1.0,0.01639344262295082,0.08196721311475409,0.16393442622950818,1.0,100,10,0,610
bm25_rerank,54,0.6,0.7861584344083571,0.07246376811594203,0.36231884057971014,0.5942028985507246,1.0,100,10,0,138
bm25_rerank,55,0.55,1.0,0.058823529411764705,0.29411764705882354,0.5882352941176471,1.0,100,10,0,170
bm25_rerank,56,0.45,0.9363792118010483,0.03896103896103896,0.13852813852813853,0.13852813852813853,0.9,100,10,9,231
bm25_rerank,57,0.55,1.0,0.05263157894736842,0.2631578947368421,0.4105263157894737,1.0,100,10,2,190
bm25_rerank,58,0.6,0.5085501262006987,0.06172839506172839,0.22839506172839505,0.22839506172839505,1.0,100,10,6,162
bm25_rerank,59,1.0,1.0,0.06451612903225806,0.3225806451612903,0.6258064516129033,1.0,100,10,0,155
bm25_rerank,60,0.45,0.807878251990097,0.018518518518518517,0.13271604938271606,0.25308641975308643,0.6,100,10,0,324
bm25_rerank,61,0.55,1.0,0.06172839506172839,0.30864197530864196,0.3333333333333333,1.0,100,10,1,162
bm25_rerank,62,0.95,1.0,0.06756756756756757,0.33783783783783783,0.6756756756756757,1.0,100,10,0,148
bm25_rerank,63,0.9,0.8155474899767141,0.09433962264150944,0.4716981132075472,0.9245283018867925,1.0,100,10,0,106
bm25_rerank,64,0.625,0.6673332368392241,0.05405405405405406,0.05405405405405406,0.05405405405405406,1.0,45,4,41,74
bm25_rerank,65,0.7,0.7296193244445269,0.06535947712418301,0.32679738562091504,0.6274509803921569,1.0,100,10,0,153
bm25_rerank,66,0.55,1.0,0.15625,0.78125,1.0,1.0,74,10,0,64
bm25_rerank,67,0.5,1.0,0.01984126984126984,0.09722222222222222,0.125,1.0,100,10,0,504
bm25_rerank,68,0.75,0.716880723413236,0.05952380952380952,0.2976190476190476,0.5535714285714286,1.0,100,10,0,168
bm25_rerank,69,0.9,0.9239209795868367,0.04975124378109453,0.23383084577114427,0.3333333333333333,1.0,100,10,0,201
bm25_rerank,70,0.5,0.894099730870475,0.017892644135188866,0.09741550695825049,0.1848906560636183,0.9,100,10,1,503
bm25_rerank,71,0.75,0.7617962248252419,0.07246376811594203,0.36231884057971014,0.717391304347826,1.0,100,10,0,138
bm25_rerank,72,1.0,1.0,0.06134969325153374,0.3006134969325153,0.5398773006134969,1.0,100,10,0,163
bm25_rerank,73,0.5,1.0,0.06289308176100629,0.3018867924528302,0.3710691823899371,1.0,100,10,0,159
bm25_rerank,74,0.5,0.8575662178958441,0.08333333333333333,0.5595238095238095,0.7857142857142857,0.7,81,10,7,84
bm25_rerank,75,0.45,0.5901549581526243,0.058394160583941604,0.31386861313868614,0.36496350364963503,0.8,100,10,2,137
bm25_rerank,76,0.25,0.29729589376684346,0.09090909090909091,0.509090909090909,0.5272727272727272,0.5,100,10,0,55
bm25_rerank,77,0.5,0.7626271450757109,0.015128593040847202,0.07564296520423601,0.14523449319213314,1.0,100,10,0,661
bm25_rerank,78,0.5,0.601226637232963,0.011723329425556858,0.05861664712778429,0.10316529894490035,1.0,100,10,1,853
bm25_rerank,79,0.35,0.7479350596733328,0.06666666666666667,0.3619047619047619,0.47619047619047616,0.7,100,10,0,105
bm25_rerank,80,0.95,0.9355366141346171,0.05102040816326531,0.25510204081632654,0.49489795918367346,1.0,100,10,0,196
bm25_rerank,81,0.6,0.5930160176755944,0.045662100456621,0.2191780821917808,0.3789954337899543,1.0,100,10,5,219
bm25_rerank,82,0.55,0.5431403341038608,0.01529051987767584,0.0764525993883792,0.1162079510703364,1.0,100,10,1,654
bm25_rerank,83,0.5,1.0,0.10309278350515463,0.29896907216494845,0.29896907216494845,1.0,100,10,13,97
bm25_rerank,84,0.3,0.5102933108055568,0.028708133971291867,0.05741626794258373,0.05741626794258373,0.6,100,10,4,209
bm25_rerank,85,0.5,1.0,0.09433962264150944,0.10377358490566038,0.10377358490566038,1.0,100,10,29,106
bm25_rerank,86,0.65,0.6359342672744607,0.07246376811594203,0.36231884057971014,0.6956521739130435,1.0,100,10,0,138
bm25_rerank,87,0.5,1.0,0.04524886877828054,0.22624434389140272,0.3755656108597285,1.0,100,10,0,221
bm25_rerank,88,0.3,0.6554100237986579,0.046296296296296294,0.08333333333333333,0.08333333333333333,0.5,100,10,10,108
bm25_rerank,89,0.8,0.7869941639994054,0.07352941176470588,0.36764705882352944,0.5514705882352942,1.0,100,10,3,136
bm25_rerank,90,0.5,1.0,0.04149377593360996,0.15352697095435686,0.15352697095435686,1.0,100,10,3,241
bm25_rerank,91,0.65,0.7177339544322341,0.014925373134328358,0.07164179104477612,0.09850746268656717,1.0,100,10,1,670
bm25_rerank,92,0.45,0.9266360779006398,0.05421686746987952,0.1686746987951807,0.1686746987951807,0.9,100,10,12,166
bm25_rerank,93,0.75,0.642073268507782,0.04524886877828054,0.2171945701357466,0.24434389140271492,1.0,100,10,6,221
bm25_rerank,94,0.55,0.6429740543034793,0.06666666666666667,0.3333333333333333,0.6333333333333333,1.0,100,10,0,150
bm25_rerank,95,0.6,0.5104111688240431,0.012269938650306749,0.051533742331288344,0.051533742331288344,1.0,100,10,5,815
bm25_rerank,96,1.0,1.0,0.03546099290780142,0.17375886524822695,0.17375886524822695,1.0,100,10,0,282
bm25_rerank,97,0.55,1.0,0.05102040816326531,0.25510204081632654,0.5102040816326531,1.0,100,10,0,196
bm25_rerank,98,0.5,1.0,0.08849557522123894,0.4336283185840708,0.7610619469026548,1.0,100,10,5,113
bm25_rerank,99,0.5,1.0,0.09009009009009009,0.45045045045045046,0.8018018018018018,1.0,100,10,0,111
bm25_rerank,100,0.95,0.9593281318415723,0.012315270935960592,0.0603448275862069,0.08497536945812807,1.0,100,10,1,812
bm25_rerank,101,0.5,0.6683354625035589,0.03474903474903475,0.11196911196911197,0.11196911196911197,0.9,100,10,9,259
bm25_rerank,102,1.0,1.0,0.17543859649122806,0.8596491228070176,0.9649122807017544,1.0,61,10,0,57
bm25_rerank,103,0.9,0.9220599369634924,0.027247956403269755,0.1362397820163488,0.2724795640326976,1.0,100,10,0,367
bm25_rerank,104,0.65,0.5634124164746954,0.056179775280898875,0.2808988764044944,0.449438202247191,1.0,100,10,1,178
bm25_rerank,105,1.0,1.0,0.07352941176470588,0.36764705882352944,0.5073529411764706,1.0,100,10,0,136
bm25_rerank,106,1.0,1.0,0.10526315789473684,0.43157894736842106,0.5052631578947369,1.0,100,10,0,95
bm25_rerank,107,0.75,0.7520296915398198,0.033003300330033,0.0594059405940594,0.0594059405940594,1.0,100,10,14,303
bm25_rerank,108,1.0,1.0,0.07936507936507936,0.3968253968253968,0.7380952380952381,1.0,100,10,0,126
bm25_rerank,109,1.0,1.0,0.04048582995951417,0.20242914979757085,0.3724696356275304,1.0,100,10,0,247
bm25_rerank,110,0.5,1.0,0.02881844380403458,0.1440922190201729,0.276657060518732,1.0,100,10,1,347
bm25_rerank,111,1.0,1.0,0.06451612903225806,0.3225806451612903,0.432258064516129,1.0,70,10,0,155
bm25_rerank,112,1.0,1.0,0.03759398496240601,0.18796992481203006,0.37218045112781956,1.0,100,10,0,266
bm25_rerank,113,0.95,0.9627318051219201,0.026455026455026454,0.13227513227513227,0.21428571428571427,1.0,100,10,0,378
bm25_rerank,114,0.55,0.7883624928840887,0.008136696501220505,0.04068348250610252,0.07892595606183889,1.0,100,10,0,1229
bm25_rerank,115,1.0,1.0,0.04878048780487805,0.24390243902439024,0.4878048780487805,1.0,100,10,0,205
bm25_rerank,116,0.5,1.0,0.01721170395869191,0.08605851979345955,0.1721170395869191,1.0,100,10,0,581
bm25_rerank,117,0.9,0.8967257885995337,0.023752969121140142,0.1187648456057007,0.13064133016627077,1.0,100,10,5,421
bm25_rerank,118,1.0,1.0,0.046296296296296294,0.23148148148148148,0.4583333333333333,1.0,100,10,0,216
bm25_rerank,119,1.0,1.0,0.0273972602739726,0.136986301369863,0.2547945205479452,1.0,100,10,0,365
bm25_rerank,120,1.0,1.0,0.012077294685990338,0.05434782608695652,0.10869565217391304,1.0,100,10,0,828
bm25_rerank,121,1.0,1.0,0.006165228113440197,0.025893958076448828,0.04808877928483354,1.0,100,10,0,1622
bm25_rerank,122,0.85,0.8843335361432448,0.02142857142857143,0.04285714285714286,0.04285714285714286,0.9,100,10,0,420
bm25_rerank,123,0.6,0.6617524192342676,0.0035087719298245615,0.0061403508771929825,0.0061403508771929825,0.8,100,10,0,2280
bm25_rerank,124,0.4,0.3348153643936882,0.005417956656346749,0.030959752321981424,0.06424148606811146,0.7,100,10,0,1292
bm25_rerank,125,0.3,0.4597175954606795,0.024,0.164,0.176,0.6,100,10,28,250
bm25_rerank,126,1.0,1.0,0.014749262536873156,0.07374631268436578,0.1224188790560472,1.0,100,10,0,678
bm25_rerank,127,0.95,0.9611891744649164,0.035842293906810034,0.17562724014336917,0.2903225806451613,1.0,100,10,0,279
bm25_rerank,128,1.0,1.0,0.007326007326007326,0.03663003663003663,0.07326007326007326,1.0,100,10,0,1365
bm25_rerank,129,0.2,0.3589542101716347,0.021052631578947368,0.042105263157894736,0.042105263157894736,0.2,74,10,0,95
bm25_rerank,130,0.9,0.8967257885995337,0.01152073732718894,0.0576036866359447,0.06105990783410138,1.0,100,10,3,868
bm25_rerank,131,0.9,0.9305687780632227,0.00497787610619469,0.02654867256637168,0.0459070796460177,0.9,100,10,0,1808
bm25_rerank,132,0.75,0.7734820644073603,0.015228426395939087,0.06260575296108291,0.06429780033840947,0.9,100,10,0,591
bm25_rerank,133,1.0,0.8006937664098819,0.035,0.035,0.035,1.0,100,7,93,200
bm25_rerank,134,0.45,0.5594827371489388,0.07377049180327869,0.10655737704918032,0.10655737704918032,0.9,100,10,20,122
bm25_rerank,135,0.85,0.8843335361432448,0.060810810810810814,0.32432432432432434,0.3581081081081081,0.9,100,10,2,148
bm25_rerank,136,0.45,0.9266360779006398,0.05454545454545454,0.07878787878787878,0.07878787878787878,0.9,100,10,29,165
bm25_rerank,137,0.5,0.5448700811562035,0.03940886699507389,0.2019704433497537,0.33004926108374383,0.8,100,10,5,203
bm25_rerank,138,1.0,1.0,0.06535947712418301,0.30718954248366015,0.3202614379084967,1.0,100,10,0,153
bm25_rerank,139,0.35,0.7097402150304354,0.028112449799196786,0.14859437751004015,0.24096385542168675,0.7,100,10,0,249
bm25_rerank,140,0.6,0.8819304207096514,0.08,0.4,0.728,1.0,100,10,0,125
bm25_rerank,141,0.5,0.793134428284474,0.2222222222222222,0.9444444444444444,0.9444444444444444,0.8,100,10,0,36
bm25_rerank,142,0.4,0.5207869581258863,0.09333333333333334,0.10666666666666667,0.10666666666666667,0.7,100,10,7,75
bm25_rerank,143,0.4,0.5029011993068263,0.037914691943127965,0.2037914691943128,0.36492890995260663,0.8,100,10,1,211
bm25_rerank,144,1.0,1.0,0.007558578987150416,0.03779289493575208,0.07482993197278912,1.0,100,10,0,1323
bm25_rerank,145,0.6,0.5805372242995627,0.06153846153846154,0.3384615384615385,0.3384615384615385,0.8,100,10,2,130
bm25_rerank,146,0.5,0.5563847904658876,0.09090909090909091,0.4090909090909091,0.4090909090909091,1.0,100,10,5,110
bm25_rerank,147,0.35,0.5014737195982161,0.05405405405405406,0.12162162162162163,0.12162162162162163,0.4,100,10,0,74
bm25_rerank,148,1.0,1.0,0.050761421319796954,0.19289340101522842,0.19289340101522842,1.0,100,10,9,197
bm25_rerank,149,1.0,1.0,0.05917159763313609,0.2958579881656805,0.30177514792899407,1.0,100,10,1,169
bm25_rerank,150,0.8333333333333334,0.6489315753318465,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.8333333333333334,6,6,0,21
bm25_rerank,151,0.75,0.739208478674927,0.0035398230088495575,0.017699115044247787,0.03185840707964602,1.0,100,10,1,2825
bm25_rerank,152,0.85,0.883249111428409,0.0031486146095717885,0.015743073047858942,0.02707808564231738,1.0,100,10,1,3176
bm25_rerank,153,0.9,0.8798454381480609,0.06535947712418301,0.32679738562091504,0.48366013071895425,1.0,100,10,0,153
bm25_rerank,155,0.75,0.7102407718230848,0.00471253534401508,0.007540056550424128,0.012723845428840716,1.0,100,10,1,2122
bm25_rerank,156,0.6,0.49786102110844477,0.09259259259259259,0.46296296296296297,0.75,1.0,100,10,0,108
bm25_rerank,157,0.8,0.6893606819717584,0.016544117647058824,0.08823529411764706,0.1636029411764706,0.9,100,10,0,544
bm25_rerank,158,1.0,1.0,0.013140604467805518,0.0657030223390276,0.12352168199737187,1.0,100,10,0,761
bm25_rerank,159,1.0,1.0,0.10416666666666667,0.5208333333333334,0.5833333333333334,1.0,61,10,1,96
bm25_rerank,160,1.0,1.0,0.043668122270742356,0.2183406113537118,0.2925764192139738,1.0,100,10,1,229
bm25_rerank,161,0.65,0.6302842125536742,0.04975124378109453,0.17412935323383086,0.17412935323383086,1.0,100,10,9,201
bm25_rerank,162,0.7,0.7024241334572238,0.0031625553447185324,0.012333965844402278,0.01265022137887413,1.0,100,10,0,3162
bm25_rerank,163,0.95,0.9627318051219201,0.10752688172043011,0.5376344086021505,0.7849462365591398,1.0,100,10,0,93
bm25_rerank,164,0.85,0.8339207954469269,0.05555555555555555,0.06666666666666667,0.06666666666666667,1.0,100,10,24,180
bm25_rerank,165,1.0,1.0,0.05235602094240838,0.16230366492146597,0.16230366492146597,1.0,100,10,0,191
bm25_rerank,166,1.0,1.0,0.09174311926605505,0.3486238532110092,0.3486238532110092,1.0,100,10,0,109
bm25_rerank,167,0.9,0.7799082337019198,0.10344827586206896,0.5632183908045977,0.8620689655172413,0.9,82,10,2,87
bm25_rerank,168,0.5,0.8701249883466592,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,29,8,21,48
bm25_rerank,169,0.65,0.6389406603767285,0.08,0.184,0.184,1.0,100,10,8,125
bm25_rerank,170,1.0,1.0,0.1,0.47,0.8,1.0,100,10,0,100
bm25_rerank,171,0.5,1.0,0.10101010101010101,0.26262626262626265,0.26262626262626265,1.0,100,10,11,99
bm25_rerank,172,1.0,1.0,0.23809523809523808,1.0,1.0,1.0,44,10,0,42
bm25_rerank,173,0.05,0.052738804248356724,0.004901960784313725,0.014705882352941176,0.014705882352941176,0.1,100,10,36,204
bm25_rerank,174,0.0,0.0,0.0,0.0,0.0,0.0,100,10,1,7
bm25_rerank,175,1.0,1.0,0.033003300330033,0.16501650165016502,0.29042904290429045,1.0,100,10,0,303
bm25_rerank,176,1.0,1.0,0.02544529262086514,0.1272264631043257,0.20865139949109415,1.0,100,10,0,393
bm25_rerank,177,0.7,0.5998587696923505,0.026525198938992044,0.10610079575596817,0.10610079575596817,1.0,100,10,3,377
bm25_rerank,178,0.65,0.5821538095495125,0.18867924528301888,0.9056603773584906,1.0,1.0,100,10,0,53
bm25_rerank,179,,,0.0,0.0,0.0,,100,0,100,1
bm25_rerank,180,1.0,1.0,0.024875621890547265,0.12437810945273632,0.1890547263681592,1.0,100,10,0,402
bm25_rerank,181,1.0,1.0,0.08196721311475409,0.4098360655737705,0.7540983606557377,1.0,100,10,0,122
bm25_rerank,182,0.9,0.8967257885995337,0.10204081632653061,0.5102040816326531,0.7653061224489796,1.0,100,10,0,98
bm25_rerank,183,0.65,0.8092719713744542,0.13513513513513514,0.6756756756756757,0.9054054054054054,1.0,100,10,0,74
bm25_rerank,184,0.85,0.8745926636053546,0.05434782608695652,0.2717391304347826,0.4782608695652174,1.0,100,10,0,184
bm25_rerank,185,1.0,1.0,0.21739130434782608,0.8043478260869565,0.8478260869565217,1.0,100,10,0,46
bm25_rerank,186,0.55,0.606444611490302,0.02617801047120419,0.0968586387434555,0.0968586387434555,1.0,100,10,3,382
bm25_rerank,188,0.6,0.6762003241662606,0.03932584269662921,0.11797752808988764,0.11797752808988764,0.7,100,10,11,178
bm25_rerank,189,0.65,0.5787501362691645,0.1388888888888889,0.4444444444444444,0.4444444444444444,1.0,100,10,3,72
bm25_rerank,190,0.5,0.5214504278492775,0.014064697609001406,0.07032348804500703,0.13924050632911392,1.0,100,10,0,711
bm25_rerank,191,0.5,1.0,0.04608294930875576,0.2304147465437788,0.3317972350230415,1.0,100,10,0,217
bm25_rerank,193,0.5,1.0,0.03597122302158273,0.17985611510791366,0.29136690647482016,1.0,100,10,1,278
bm25_rerank,194,0.3,0.5079937796926363,0.06741573033707865,0.2808988764044944,0.2808988764044944,0.6,100,10,13,89
bm25_rerank,195,0.65,1.0,0.09803921568627451,0.4411764705882353,0.5196078431372549,1.0,100,10,0,102
bm25_rerank,196,0.5,1.0,0.0625,0.30625,0.44375,1.0,100,10,2,160
bm25_rerank,197,1.0,1.0,0.24390243902439024,0.6341463414634146,0.6341463414634146,1.0,100,10,2,41
bm25_rerank,198,0.65,0.5589207336934796,0.20833333333333334,0.6458333333333334,0.6458333333333334,1.0,100,10,1,48
bm25_rerank,199,0.5,1.0,0.02680965147453083,0.13136729222520108,0.21983914209115282,1.0,100,10,0,373
bm25_rerank,200,0.65,1.0,0.040983606557377046,0.19672131147540983,0.319672131147541,1.0,100,10,0,244
bm25_rerank,201,0.5,1.0,0.10204081632653061,0.5,0.5204081632653061,1.0,100,10,11,98
bm25_rerank,202,,,0.0,0.0,0.0,,100,0,100,83
bm25_rerank,203,0.75,1.0,0.12048192771084337,0.6024096385542169,0.7951807228915663,1.0,100,10,0,83
bm25_rerank,204,0.6,0.5939452235521815,0.05747126436781609,0.28735632183908044,0.3793103448275862,1.0,100,10,0,174
bm25_rerank,205,1.0,1.0,0.10752688172043011,0.5376344086021505,0.8602150537634409,1.0,100,10,0,93
bm25_rerank,206,0.6,1.0,0.1694915254237288,0.847457627118644,0.8813559322033898,1.0,100,10,3,59
bm25_rerank,207,,,0.0,0.0,0.0,,100,0,100,34
bm25_rerank,208,0.5,1.0,0.0847457627118644,0.423728813559322,0.5169491525423728,1.0,100,10,0,118
bm25_rerank,209,0.5,1.0,0.07936507936507936,0.15873015873015872,0.15873015873015872,1.0,100,10,11,126
bm25_rerank,210,0.95,1.0,0.009615384615384616,0.04807692307692308,0.08076923076923077,1.0,100,10,0,1040
bm25_rerank,211,0.5,1.0,0.08403361344537816,0.42016806722689076,0.6050420168067226,1.0,100,10,0,119
bm25_rerank,212,0.55,0.9100970237868843,0.04639175257731959,0.22164948453608246,0.2268041237113402,0.9,100,10,0,194
bm25_rerank,213,0.5,0.8307863032556265,0.06474820143884892,0.302158273381295,0.381294964028777,0.9,100,10,2,139
bm25_rerank,214,0.5,1.0,0.07462686567164178,0.3582089552238806,0.3656716417910448,1.0,100,10,8,134
bm25_rerank,215,0.65,0.6263331716830746,0.0411522633744856,0.205761316872428,0.2222222222222222,1.0,100,10,1,243
bm25_rerank,216,0.6,0.5720755816656227,0.054945054945054944,0.27472527472527475,0.4835164835164835,1.0,100,10,0,182
bm25_rerank,218,0.5,1.0,0.15384615384615385,0.46153846153846156,0.46153846153846156,1.0,100,10,11,65
bm25_rerank,219,0.5,1.0,0.2631578947368421,0.7894736842105263,0.7894736842105263,1.0,100,10,13,38
bm25_rerank,220,1.0,1.0,0.10309278350515463,0.5154639175257731,0.5463917525773195,1.0,100,10,0,97
bm25_rerank,221,0.95,0.9611891744649164,0.008865248226950355,0.041666666666666664,0.06560283687943262,1.0,100,10,2,1128
bm25_rerank,222,,,0.0,0.0,0.0,,100,0,100,36
bm25_rerank,223,0.2,0.48330246942812033,0.25,0.3333333333333333,0.3333333333333333,0.3,100,10,2,12
bm25_rerank,224,0.6,0.6244840704207163,0.136986301369863,0.684931506849315,0.7123287671232876,1.0,100,10,1,73
bm25_rerank,225,0.6,0.9432826307453135,0.30303030303030304,0.6666666666666666,0.6666666666666666,1.0,100,10,4,33
bm25_rerank,226,0.8,0.7104122359529035,0.03184713375796178,0.1592356687898089,0.3184713375796178,1.0,100,10,0,314
bm25_rerank,227,1.0,1.0,0.056818181818181816,0.2840909090909091,0.5681818181818182,1.0,100,10,0,176
bm25_rerank,228,0.9,0.9305687780632227,0.049723756906077346,0.2541436464088398,0.4972375690607735,0.9,100,10,2,181
bm25_rerank,229,1.0,1.0,0.019417475728155338,0.0970873786407767,0.1941747572815534,1.0,100,10,0,515
bm25_rerank,230,1.0,1.0,0.04329004329004329,0.20346320346320346,0.20346320346320346,1.0,100,10,11,231
bm25_rerank,231,1.0,1.0,0.027855153203342618,0.1392757660167131,0.27298050139275765,1.0,100,10,0,359
bm25_rerank,232,0.95,0.9501243164282663,0.017421602787456445,0.08188153310104529,0.15505226480836237,1.0,100,10,0,574
bm25_rerank,233,1.0,1.0,0.06622516556291391,0.33112582781456956,0.4105960264900662,1.0,100,10,0,151
bm25_rerank,234,1.0,1.0,0.06944444444444445,0.3472222222222222,0.6875,1.0,100,10,0,144
bm25_rerank,235,1.0,1.0,0.06535947712418301,0.32679738562091504,0.6274509803921569,1.0,100,10,0,153
bm25_rerank,236,0.9,0.8066098424038515,0.056179775280898875,0.24157303370786518,0.29213483146067415,1.0,100,10,0,178
bm25_rerank,237,0.65,0.7396985691554486,0.052083333333333336,0.234375,0.3645833333333333,1.0,100,10,0,192
bm25_rerank,238,1.0,1.0,0.031545741324921134,0.15772870662460567,0.20189274447949526,1.0,100,10,0,317
bm25_rerank,239,1.0,1.0,0.037037037037037035,0.18518518518518517,0.29259259259259257,1.0,100,10,0,270
bm25_rerank,240,1.0,1.0,0.15625,0.625,0.625,1.0,100,10,0,64
bm25_rerank,241,0.8,0.8194067071084944,0.047619047619047616,0.25925925925925924,0.30158730158730157,0.9,100,10,3,189
bm25_rerank,242,1.0,1.0,0.03558718861209965,0.13167259786476868,0.13167259786476868,1.0,100,10,14,281
bm25_rerank,243,0.95,0.9501243164282663,0.05128205128205128,0.2564102564102564,0.49230769230769234,1.0,100,10,1,195
bm25_rerank,244,0.55,0.5147407575541699,0.06993006993006994,0.17482517482517482,0.17482517482517482,1.0,100,10,25,143
bm25_rerank,245,1.0,1.0,0.058823529411764705,0.2823529411764706,0.28823529411764703,1.0,100,10,0,170
bm25_rerank,246,0.75,0.781741389456699,0.08,0.368,0.376,1.0,100,10,0,125
bm25_rerank,247,1.0,1.0,0.014771048744460856,0.059084194977843424,0.0723781388478582,1.0,100,10,0,677
bm25_rerank,248,1.0,1.0,0.22727272727272727,0.9090909090909091,0.9090909090909091,1.0,100,10,0,44
bm25_rerank,249,1.0,1.0,0.05181347150259067,0.25906735751295334,0.46113989637305697,1.0,100,10,0,193
bm25_rerank,250,1.0,1.0,0.08547008547008547,0.42735042735042733,0.6581196581196581,1.0,100,10,0,117
bm25_rerank,251,1.0,1.0,0.07352941176470588,0.3235294117647059,0.34558823529411764,1.0,100,10,0,136
bm25_rerank,252,1.0,1.0,0.027932960893854747,0.05865921787709497,0.05865921787709497,1.0,100,10,8,358
bm25_rerank,253,0.55,0.6837553989735177,0.08620689655172414,0.35344827586206895,0.35344827586206895,1.0,100,10,7,116
bm25_rerank,254,0.875,0.7739273818957113,0.04040404040404041,0.04040404040404041,0.04040404040404041,1.0,100,8,92,198
bm25_rerank,255,1.0,1.0,0.04926108374384237,0.24630541871921183,0.35960591133004927,1.0,100,10,0,203
bm25_rerank,256,0.95,0.9501243164282663,0.07874015748031496,0.3937007874015748,0.4409448818897638,1.0,100,10,2,127
bm25_rerank,257,1.0,1.0,0.007457121551081283,0.037285607755406416,0.06785980611483967,1.0,100,10,0,1341
bm25_rerank,258,0.9,0.8798454381480609,0.07936507936507936,0.15873015873015872,0.15873015873015872,1.0,100,10,10,126
bm25_rerank,259,0.5,1.0,0.01579778830963665,0.07898894154818326,0.10268562401263823,1.0,100,10,4,633
bm25_rerank,260,1.0,1.0,0.20833333333333334,1.0,1.0,1.0,100,10,0,48
bm25_rerank,261,0.95,0.9501243164282663,0.05714285714285714,0.2857142857142857,0.56,1.0,100,10,0,175
bm25_rerank,262,1.0,1.0,0.07352941176470588,0.3602941176470588,0.3602941176470588,1.0,100,10,0,136
bm25_rerank,263,0.85,0.8320597528235825,0.08,0.152,0.152,1.0,100,10,5,125
bm25_rerank,264,1.0,1.0,0.01669449081803005,0.07679465776293823,0.12520868113522537,1.0,100,10,0,599
bm25_rerank,265,0.4,0.7065443116025597,0.011851851851851851,0.0637037037037037,0.1111111111111111,0.8,100,10,1,675
bm25_rerank,266,0.55,0.8648580692145585,0.02857142857142857,0.14285714285714285,0.1742857142857143,1.0,100,10,3,350
bm25_rerank,267,0.6,1.0,0.06493506493506493,0.3246753246753247,0.5844155844155844,1.0,100,10,0,154
bm25_rerank,268,0.55,1.0,0.11904761904761904,0.5952380952380952,0.8928571428571429,1.0,100,10,0,84
bm25_rerank,269,0.5,1.0,0.10752688172043011,0.3548387096774194,0.3548387096774194,1.0,100,10,0,93
bm25_rerank,270,1.0,1.0,0.10638297872340426,0.5319148936170213,0.8829787234042553,1.0,100,10,0,94
bm25_rerank,271,0.5,0.7626271450757109,0.10869565217391304,0.5434782608695652,0.5543478260869565,1.0,100,10,4,92
bm25_rerank,272,0.5,1.0,0.11627906976744186,0.4883720930232558,0.4883720930232558,1.0,100,10,16,86
bm25_rerank,273,0.6,0.8161525819786629,0.10869565217391304,0.5217391304347826,0.6521739130434783,1.0,100,10,0,92
bm25_rerank,274,0.55,1.0,0.10416666666666667,0.5,0.625,1.0,100,10,0,96
bm25_rerank,275,0.95,0.8710732282692343,0.08,0.4,0.44,1.0,100,10,0,125
bm25_rerank,276,0.5,1.0,0.0273972602739726,0.136986301369863,0.27123287671232876,1.0,100,10,0,365
bm25_rerank,277,0.55,0.5758378156842616,0.04081632653061224,0.10714285714285714,0.10714285714285714,0.8,100,10,20,196
bm25_rerank,278,0.6,0.6048154247979648,0.12987012987012986,0.5714285714285714,0.6883116883116883,1.0,100,10,0,77
