variant,query_id,avg_relevance,ndcg@10,recall@10,recall@50,recall@100,precision@10,n_results,n_scored,n_missing,n_relevant
semantic_co,186,0.5,0.5563847904658876,0.02617801047120419,0.13089005235602094,0.19895287958115182,1.0,100,10,2,382
semantic_co,188,0.5,0.4695050998271946,0.05056179775280899,0.1404494382022472,0.1404494382022472,0.9,100,10,11,178
semantic_co,189,0.7,0.687566305674437,0.1388888888888889,0.4166666666666667,0.4166666666666667,1.0,100,10,12,72
semantic_co,190,0.5,0.5214504278492775,0.014064697609001406,0.07032348804500703,0.12658227848101267,1.0,100,10,0,711
semantic_co,191,0.5,1.0,0.04608294930875576,0.2304147465437788,0.45161290322580644,1.0,100,10,0,217
semantic_co,193,0.5,1.0,0.03597122302158273,0.17985611510791366,0.34172661870503596,1.0,100,10,0,278
semantic_co,194,0.45,0.9305687780632228,0.10112359550561797,0.33707865168539325,0.33707865168539325,0.9,100,10,2,89
semantic_co,195,0.6,0.7269205636266776,0.09803921568627451,0.49019607843137253,0.6372549019607843,1.0,100,10,1,102
semantic_co,196,0.5,1.0,0.0625,0.30625,0.49375,1.0,100,10,0,160
semantic_co,197,0.95,0.9611891744649164,0.24390243902439024,0.7560975609756098,0.7560975609756098,1.0,100,10,7,41
semantic_co,198,0.45,0.4052795875404383,0.14583333333333334,0.4791666666666667,0.4791666666666667,0.7,100,10,1,48
semantic_co,199,0.5,1.0,0.02680965147453083,0.128686327077748,0.21983914209115282,1.0,100,10,0,373
semantic_co,200,0.65,0.8208748312783253,0.040983606557377046,0.20491803278688525,0.28688524590163933,1.0,100,10,0,244
semantic_co,201,0.5,1.0,0.10204081632653061,0.4489795918367347,0.4489795918367347,1.0,100,10,0,98
semantic_co,202,1.0,1.0,0.12048192771084337,0.3493975903614458,0.3493975903614458,1.0,100,10,7,83
semantic_co,203,0.65,0.7954021974348239,0.12048192771084337,0.6024096385542169,0.9397590361445783,1.0,100,10,0,83
semantic_co,204,0.6,0.6097180085422852,0.05747126436781609,0.28735632183908044,0.5172413793103449,1.0,100,10,0,174
semantic_co,205,1.0,1.0,0.10752688172043011,0.5376344086021505,0.8279569892473119,1.0,100,10,0,93
semantic_co,206,0.6,1.0,0.1694915254237288,0.847457627118644,0.8813559322033898,1.0,100,10,0,59
semantic_co,207,0.5,0.7273298443105218,0.17647058823529413,0.17647058823529413,0.17647058823529413,1.0,100,6,94,34
semantic_co,208,0.5,1.0,0.0847457627118644,0.423728813559322,0.5084745762711864,1.0,100,10,0,118
semantic_co,209,0.5,1.0,0.07936507936507936,0.3333333333333333,0.3333333333333333,1.0,100,10,2,126
semantic_co,210,0.85,0.8889160491506622,0.009615384615384616,0.04807692307692308,0.07788461538461539,1.0,100,10,0,1040
semantic_co,211,0.5,1.0,0.08403361344537816,0.42016806722689076,0.6134453781512605,1.0,100,10,0,119
semantic_co,212,0.6,0.9729691256334204,0.05154639175257732,0.1958762886597938,0.25773195876288657,1.0,100,10,0,194
semantic_co,213,0.35,0.6479292725660593,0.04316546762589928,0.2302158273381295,0.2517985611510791,0.6,100,10,2,139
semantic_co,214,0.5,1.0,0.07462686567164178,0.373134328358209,0.44029850746268656,1.0,100,10,1,134
semantic_co,215,0.6,0.5174877737735614,0.0411522633744856,0.205761316872428,0.37448559670781895,1.0,100,10,0,243
semantic_co,216,0.75,0.813954556888746,0.054945054945054944,0.27472527472527475,0.5274725274725275,1.0,100,10,0,182
semantic_co,218,0.5,1.0,0.15384615384615385,0.36923076923076925,0.36923076923076925,1.0,100,10,48,65
semantic_co,219,0.5,1.0,0.2631578947368421,0.4473684210526316,0.4473684210526316,1.0,100,10,22,38
semantic_co,220,0.75,0.7369620972344885,0.10309278350515463,0.5154639175257731,0.7628865979381443,1.0,100,10,0,97
semantic_co,221,1.0,1.0,0.008865248226950355,0.041666666666666664,0.08156028368794327,1.0,100,10,0,1128
semantic_co,222,0.75,0.42691898308084986,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0,100,4,96,36
semantic_co,223,0.15,0.18560087271918377,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2,100,10,3,12
semantic_co,224,0.6,0.500810073232657,0.136986301369863,0.684931506849315,0.8493150684931506,1.0,100,10,0,73
semantic_co,225,0.6,0.8463828892450763,0.30303030303030304,0.6060606060606061,0.6060606060606061,1.0,100,10,6,33
semantic_co,226,0.8,0.8185195577225829,0.03184713375796178,0.1592356687898089,0.3089171974522293,1.0,100,10,0,314
semantic_co,227,1.0,1.0,0.056818181818181816,0.2840909090909091,0.5681818181818182,1.0,100,10,0,176
semantic_co,228,1.0,1.0,0.055248618784530384,0.27624309392265195,0.5193370165745856,1.0,100,10,0,181
semantic_co,229,1.0,1.0,0.019417475728155338,0.0970873786407767,0.1883495145631068,1.0,100,10,0,515
semantic_co,230,1.0,1.0,0.04329004329004329,0.2077922077922078,0.23376623376623376,1.0,100,10,1,231
semantic_co,231,1.0,1.0,0.027855153203342618,0.1392757660167131,0.2785515320334262,1.0,100,10,0,359
semantic_co,232,0.85,0.8761352942623584,0.017421602787456445,0.08188153310104529,0.14285714285714285,1.0,100,10,2,574
semantic_co,233,0.85,0.7490576237939509,0.06622516556291391,0.33112582781456956,0.33112582781456956,1.0,100,10,0,151
semantic_co,234,0.95,0.9501243164282663,0.06944444444444445,0.3472222222222222,0.6736111111111112,1.0,100,10,0,144
semantic_co,235,1.0,1.0,0.06535947712418301,0.3202614379084967,0.5228758169934641,1.0,100,10,0,153
semantic_co,236,0.85,0.767799016868768,0.056179775280898875,0.2752808988764045,0.29775280898876405,1.0,100,10,0,178
semantic_co,237,0.55,0.6429740543034793,0.052083333333333336,0.24479166666666666,0.40625,1.0,100,10,3,192
semantic_co,238,0.95,0.9627318051219201,0.031545741324921134,0.15772870662460567,0.2334384858044164,1.0,100,10,0,317
semantic_co,239,1.0,1.0,0.037037037037037035,0.18518518518518517,0.31851851851851853,1.0,100,10,0,270
semantic_co,240,1.0,1.0,0.15625,0.546875,0.546875,1.0,100,10,0,64
semantic_co,241,0.85,0.8779963368857026,0.05291005291005291,0.26455026455026454,0.3915343915343915,1.0,100,10,2,189
semantic_co,242,0.9,0.9014986711305579,0.03558718861209965,0.10676156583629894,0.10676156583629894,1.0,100,10,13,281
semantic_co,243,1.0,1.0,0.05128205128205128,0.2564102564102564,0.48717948717948717,1.0,100,10,1,195
semantic_co,244,0.55,0.4879233221199413,0.06993006993006994,0.25874125874125875,0.25874125874125875,1.0,100,10,9,143
semantic_co,245,1.0,1.0,0.058823529411764705,0.29411764705882354,0.4235294117647059,1.0,100,10,0,170
semantic_co,246,0.65,0.6704087131218505,0.08,0.4,0.76,1.0,100,10,0,125
semantic_co,247,1.0,1.0,0.014771048744460856,0.07385524372230429,0.14032496307237813,1.0,100,10,0,677
semantic_co,248,1.0,1.0,0.22727272727272727,0.5454545454545454,0.5454545454545454,1.0,100,10,0,44
semantic_co,249,1.0,1.0,0.05181347150259067,0.25906735751295334,0.45077720207253885,1.0,100,10,0,193
semantic_co,250,1.0,1.0,0.08547008547008547,0.42735042735042733,0.7008547008547008,1.0,100,10,1,117
semantic_co,251,1.0,1.0,0.07352941176470588,0.36764705882352944,0.5294117647058824,1.0,100,10,0,136
semantic_co,252,1.0,1.0,0.027932960893854747,0.10614525139664804,0.10614525139664804,1.0,100,10,0,358
semantic_co,253,0.5,0.5214504278492775,0.08620689655172414,0.41379310344827586,0.41379310344827586,1.0,100,10,3,116
semantic_co,254,0.5,0.41421356237309515,0.050505050505050504,0.1919191919191919,0.1919191919191919,1.0,100,10,8,198
semantic_co,255,1.0,1.0,0.04926108374384237,0.24630541871921183,0.4039408866995074,1.0,100,10,0,203
semantic_co,256,0.95,0.9611891744649164,0.07874015748031496,0.3937007874015748,0.4015748031496063,1.0,100,10,14,127
semantic_co,257,0.9,0.9071487258513443,0.007457121551081283,0.035048471290082026,0.06487695749440715,1.0,100,10,0,1341
semantic_co,258,0.95,0.9611891744649164,0.07936507936507936,0.3412698412698413,0.3412698412698413,1.0,100,10,0,126
semantic_co,259,0.5,1.0,0.01579778830963665,0.07898894154818326,0.1263823064770932,1.0,100,10,3,633
semantic_co,260,1.0,1.0,0.20833333333333334,1.0,1.0,1.0,100,10,0,48
semantic_co,261,1.0,1.0,0.05714285714285714,0.2857142857142857,0.5485714285714286,1.0,100,10,0,175
semantic_co,262,1.0,1.0,0.07352941176470588,0.36764705882352944,0.6176470588235294,1.0,100,10,0,136
semantic_co,263,0.9,0.9072060668294001,0.08,0.376,0.544,1.0,100,10,1,125
semantic_co,264,1.0,1.0,0.01669449081803005,0.07345575959933222,0.11018363939899833,1.0,100,10,0,599
semantic_co,265,0.45,0.9305687780632228,0.013333333333333334,0.0637037037037037,0.11555555555555555,0.9,100,10,2,675
semantic_co,266,0.5,0.7626271450757109,0.02857142857142857,0.14285714285714285,0.19714285714285715,1.0,100,10,0,350
semantic_co,267,0.6,1.0,0.06493506493506493,0.3246753246753247,0.6168831168831169,1.0,100,10,0,154
semantic_co,268,0.55,1.0,0.11904761904761904,0.5952380952380952,0.8928571428571429,1.0,100,10,0,84
semantic_co,269,0.5,1.0,0.10752688172043011,0.5376344086021505,0.6129032258064516,1.0,100,10,1,93
semantic_co,270,0.95,0.957024409423078,0.10638297872340426,0.5319148936170213,0.9361702127659575,1.0,100,10,0,94
semantic_co,271,0.5,0.7626271450757109,0.10869565217391304,0.5434782608695652,0.5978260869565217,1.0,100,10,5,92
semantic_co,272,0.5,1.0,0.11627906976744186,0.46511627906976744,0.46511627906976744,1.0,100,10,17,86
semantic_co,273,0.6,0.7872894940327989,0.10869565217391304,0.5434782608695652,0.6630434782608695,1.0,100,10,0,92
semantic_co,274,0.55,1.0,0.10416666666666667,0.4895833333333333,0.65625,1.0,100,10,0,96
semantic_co,275,0.55,0.457189152950017,0.08,0.4,0.592,1.0,100,10,0,125
semantic_co,276,0.5,1.0,0.0273972602739726,0.136986301369863,0.2684931506849315,1.0,100,10,0,365
semantic_co,277,0.5,0.3663663038001793,0.04081632653061224,0.20918367346938777,0.20918367346938777,0.8,100,10,16,196
semantic_co,278,0.55,0.6149344811969104,0.12987012987012986,0.6363636363636364,0.8441558441558441,1.0,100,10,0,77
semantic_co,279,0.55,1.0,0.02702702702702703,0.13513513513513514,0.22162162162162163,1.0,100,10,2,370
semantic_co,280,0.5,1.0,0.09433962264150944,0.12264150943396226,0.12264150943396226,1.0,100,10,67,106
semantic_co,281,0.55,1.0,0.19607843137254902,0.7843137254901961,0.8627450980392157,1.0,100,10,0,51
semantic_co,282,0.55,1.0,0.07751937984496124,0.3875968992248062,0.4186046511627907,1.0,100,10,2,129
semantic_co,283,0.5,0.9277118202944533,0.08490566037735849,0.14150943396226415,0.14150943396226415,0.9,100,10,15,106
semantic_co,284,0.45,0.8899541168509598,0.032846715328467155,0.17518248175182483,0.24452554744525548,0.9,100,10,5,274
semantic_co,285,0.5,0.4689657278038132,0.08695652173913043,0.391304347826087,0.5652173913043478,1.0,100,10,2,115
semantic_co,286,0.5,1.0,0.05847953216374269,0.29239766081871343,0.39766081871345027,1.0,100,10,2,171
semantic_co,287,0.9,0.8813880688050647,0.09523809523809523,0.47619047619047616,0.8571428571428571,1.0,100,10,0,105
semantic_co,288,0.45,0.933745776545611,0.08737864077669903,0.4174757281553398,0.6213592233009708,0.9,100,10,0,103
semantic_co,289,1.0,1.0,0.04310344827586207,0.21551724137931033,0.3620689655172414,1.0,100,10,0,232
semantic_co,290,0.5,1.0,0.05952380952380952,0.2976190476190476,0.48214285714285715,1.0,100,10,2,168
semantic_co,291,0.45,0.3686310650894378,0.04265402843601896,0.16587677725118483,0.16587677725118483,0.9,100,10,12,211
semantic_co,292,0.45,0.3789461283032078,0.06164383561643835,0.2602739726027397,0.3219178082191781,0.9,100,10,5,146
semantic_co,293,0.55,0.45302438790817856,0.13513513513513514,0.32432432432432434,0.32432432432432434,1.0,100,10,4,74
semantic_co,294,0.5,1.0,0.10204081632653061,0.4897959183673469,0.7142857142857143,1.0,100,10,0,98
semantic_co,295,0.5,0.5162433433744082,0.06716417910447761,0.14925373134328357,0.14925373134328357,0.9,100,10,15,134
semantic_co,296,0.55,1.0,0.058823529411764705,0.28823529411764703,0.48823529411764705,1.0,100,10,0,170
semantic_co,297,0.7,0.689505193548502,0.09090909090909091,0.25252525252525254,0.25252525252525254,0.9,100,10,3,99
semantic_co,298,0.65,0.6070823970482528,0.10204081632653061,0.5102040816326531,0.7755102040816326,1.0,100,10,0,98
semantic_co,300,0.5,0.6632892366558503,0.008992805755395683,0.044964028776978415,0.08543165467625899,1.0,100,10,0,1112
semantic_co,301,0.5,0.6632892366558503,0.0684931506849315,0.3424657534246575,0.3698630136986301,1.0,100,10,6,146
semantic_co,302,1.0,1.0,0.04739336492890995,0.23696682464454977,0.41706161137440756,1.0,100,10,0,211
semantic_co,303,0.9,0.9722351143690116,0.15151515151515152,0.5303030303030303,0.5303030303030303,1.0,100,10,0,66
semantic_co,304,0.05,0.0636207881989517,0.02857142857142857,0.05714285714285714,0.05714285714285714,0.1,100,10,29,35
semantic_co,305,1.0,1.0,0.034129692832764506,0.17064846416382254,0.32764505119453924,1.0,100,10,0,293
semantic_co,306,0.6,1.0,0.1111111111111111,0.5555555555555556,0.8333333333333334,1.0,100,10,0,90
semantic_co,307,0.65,0.8199085645207023,0.057803468208092484,0.28901734104046245,0.5664739884393064,1.0,100,10,0,173
semantic_co,308,0.5,0.6632892366558503,0.02053388090349076,0.09034907597535935,0.162217659137577,1.0,100,10,0,487
semantic_co,309,0.0,0.0,0.0,0.0,0.0,0.0,100,5,95,26
semantic_co,310,0.7,1.0,0.02288329519450801,0.11212814645308924,0.2242562929061785,1.0,100,10,0,437
semantic_co,311,0.6,0.8388268039310424,0.018484288354898338,0.08872458410351201,0.1756007393715342,1.0,100,10,0,541
semantic_co,312,0.6,0.5454329822616844,0.08403361344537816,0.42016806722689076,0.7563025210084033,1.0,100,10,0,119
semantic_co,313,0.5,0.13232503253405792,0.0136986301369863,0.0136986301369863,0.0136986301369863,1.0,100,1,99,73
semantic_co,314,0.5,0.41421356237309515,0.07092198581560284,0.3546099290780142,0.5531914893617021,1.0,100,10,0,141
semantic_co,315,0.7,1.0,0.16129032258064516,0.3870967741935484,0.3870967741935484,1.0,100,10,0,62
semantic_co,316,0.55,1.0,0.030211480362537766,0.1510574018126888,0.3021148036253776,1.0,100,10,0,331
semantic_co,317,0.6,1.0,0.029585798816568046,0.14497041420118342,0.2485207100591716,1.0,100,10,1,338
semantic_co,318,0.5,0.7626271450757109,0.07142857142857142,0.2642857142857143,0.2642857142857143,1.0,100,10,15,140
semantic_co,319,0.55,1.0,0.05917159763313609,0.28402366863905326,0.39644970414201186,1.0,100,10,0,169
semantic_co,320,0.55,1.0,0.1282051282051282,0.6410256410256411,0.8076923076923077,1.0,100,10,0,78
semantic_co,321,0.55,1.0,0.03367003367003367,0.16835016835016836,0.2996632996632997,1.0,100,10,0,297
semantic_co,322,0.5,1.0,0.04149377593360996,0.2074688796680498,0.4066390041493776,1.0,100,10,0,241
semantic_co,323,0.55,1.0,0.08,0.4,0.704,1.0,100,10,0,125
semantic_co,324,0.55,1.0,0.09523809523809523,0.4666666666666667,0.5714285714285714,1.0,100,10,1,105
semantic_co,325,0.8,0.7471192850925298,0.10465116279069768,0.32558139534883723,0.32558139534883723,0.9,100,10,9,86
semantic_co,326,0.55,1.0,0.0353356890459364,0.17667844522968199,0.2579505300353357,1.0,100,10,1,283
semantic_co,327,0.6,0.5306650607777189,0.11235955056179775,0.5617977528089888,0.6853932584269663,1.0,100,10,1,89
semantic_co,328,0.55,1.0,0.015455950540958269,0.07727975270479134,0.14837712519319937,1.0,100,10,0,647
semantic_co,329,0.6,1.0,0.12195121951219512,0.5487804878048781,0.5487804878048781,1.0,100,10,0,82
semantic_co,330,0.2,0.542441442746286,0.02631578947368421,0.03508771929824561,0.05263157894736842,0.3,100,10,2,114
semantic_co,331,0.7,0.6965039532472995,0.018867924528301886,0.09433962264150944,0.12830188679245283,1.0,100,10,7,530
semantic_co,332,0.55,1.0,0.0071174377224199285,0.03558718861209965,0.06975088967971531,1.0,100,10,0,1405
semantic_co,333,1.0,1.0,0.12048192771084337,0.6024096385542169,0.8554216867469879,1.0,100,10,0,83
semantic_co,334,0.6,0.865587009779251,0.12,0.52,0.6,0.6,100,10,0,50
semantic_co,335,1.0,1.0,0.23809523809523808,0.9047619047619048,0.9047619047619048,1.0,100,10,0,42
semantic_co,336,0.5,0.894099730870475,0.026239067055393587,0.13702623906705538,0.14285714285714285,0.9,100,10,8,343
semantic_co,337,1.0,1.0,0.08264462809917356,0.39669421487603307,0.6776859504132231,1.0,100,10,0,121
semantic_co,338,0.55,1.0,0.05714285714285714,0.2857142857142857,0.5485714285714286,1.0,100,10,0,175
semantic_co,339,0.7,0.8274372054592501,0.07692307692307693,0.09615384615384616,0.14423076923076922,0.8,100,10,0,104
semantic_co,340,0.6,0.9064320721744371,0.024691358024691357,0.11604938271604938,0.1925925925925926,1.0,100,10,0,405
semantic_co,341,1.0,1.0,0.05025125628140704,0.25125628140703515,0.37185929648241206,1.0,100,10,0,199
semantic_co,342,0.6,1.0,0.020964360587002098,0.10482180293501048,0.20125786163522014,1.0,100,10,1,477
semantic_co,343,0.5,1.0,0.08695652173913043,0.10434782608695652,0.10434782608695652,1.0,100,10,80,115
semantic_co,344,0.45,0.9363792118010483,0.07894736842105263,0.20175438596491227,0.20175438596491227,0.9,100,10,32,114
semantic_co,345,0.5,1.0,0.013210039630118891,0.05680317040951123,0.0977542932628798,1.0,100,10,0,757
semantic_co,346,0.95,0.9593281318415723,0.11363636363636363,0.5227272727272727,0.5340909090909091,1.0,100,10,0,88
semantic_co,347,0.5,1.0,0.017513134851138354,0.08756567425569177,0.16112084063047286,1.0,100,10,0,571
semantic_co,348,,,0.0,0.0,0.0,,100,0,100,2
semantic_co,349,0.7,0.9251251171882916,0.10526315789473684,0.5157894736842106,0.5157894736842106,1.0,100,10,4,95
semantic_co,351,0.5,1.0,0.014184397163120567,0.07092198581560284,0.13900709219858157,1.0,100,10,0,705
semantic_co,352,1.0,1.0,0.3448275862068966,0.4827586206896552,0.4827586206896552,1.0,100,10,0,29
semantic_co,353,0.55,1.0,0.4,0.52,0.52,1.0,100,10,5,25
semantic_co,354,0.5,1.0,0.007288629737609329,0.03644314868804665,0.07142857142857142,1.0,100,10,0,1372
semantic_co,355,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,100,10,0,30
semantic_co,356,0.45,0.7799082337019199,0.009554140127388535,0.049893842887473464,0.09235668789808917,0.9,100,10,0,942
semantic_co,357,0.7,0.6655986183742938,0.1694915254237288,0.847457627118644,0.9661016949152542,1.0,100,10,0,59
semantic_co,358,0.7,0.9924106673525236,0.08849557522123894,0.3893805309734513,0.3893805309734513,1.0,100,10,0,113
semantic_co,359,0.55,0.5984982950705507,0.06206896551724138,0.3103448275862069,0.46206896551724136,0.9,100,10,1,145
semantic_co,360,0.5,1.0,0.08,0.112,0.112,1.0,100,10,60,125
semantic_co,361,1.0,1.0,0.4,0.4,0.4,1.0,100,10,0,25
semantic_co,362,0.5,1.0,0.044642857142857144,0.22321428571428573,0.27232142857142855,1.0,100,10,1,224
semantic_co,363,0.5,0.7626271450757109,0.007246376811594203,0.036231884057971016,0.06956521739130435,1.0,100,10,0,1380
semantic_co,364,0.5,1.0,0.2222222222222222,0.35555555555555557,0.35555555555555557,1.0,100,10,16,45
semantic_co,365,0.75,0.8222679703547114,0.391304347826087,0.9130434782608695,0.9130434782608695,0.9,100,10,0,23
semantic_co,366,,,,,,,100,0,100,0
semantic_co,367,0.85,0.8704278985635161,0.05102040816326531,0.22448979591836735,0.22448979591836735,1.0,100,10,8,196
semantic_co,368,1.0,1.0,0.08333333333333333,0.4166666666666667,0.7166666666666667,1.0,100,10,0,120
semantic_co,369,0.5,0.6632892366558503,0.027777777777777776,0.1388888888888889,0.275,1.0,100,10,0,360
semantic_co,370,,,0.0,0.0,0.0,,100,0,100,3
semantic_co,371,0.55,0.5400193993692263,0.09278350515463918,0.1958762886597938,0.1958762886597938,0.9,100,10,11,97
semantic_co,372,0.4,0.6343896469079723,0.16666666666666666,0.7291666666666666,0.7291666666666666,0.8,100,10,1,48
semantic_co,373,0.5,1.0,0.0031867431485022306,0.015933715742511154,0.030592734225621414,1.0,100,10,0,3138
semantic_co,374,0.5,1.0,0.07092198581560284,0.3262411347517731,0.3262411347517731,1.0,100,10,0,141
semantic_co,375,0.5,1.0,0.04830917874396135,0.24154589371980675,0.24154589371980675,1.0,100,10,1,207
semantic_co,376,0.65,0.9730912089229775,0.00700770847932726,0.0350385423966363,0.06797477224947442,1.0,100,10,0,1427
semantic_co,377,0.5,1.0,0.07462686567164178,0.373134328358209,0.7089552238805971,1.0,100,10,0,134
semantic_co,378,0.5,1.0,0.017825311942959002,0.08912655971479501,0.17825311942959002,1.0,100,10,0,561
semantic_co,379,0.5,1.0,0.14084507042253522,0.5915492957746479,0.5915492957746479,1.0,100,10,0,71
semantic_co,380,0.8,0.9567501955961593,0.2222222222222222,0.9555555555555556,0.9555555555555556,1.0,100,10,0,45
semantic_co,381,0.5,1.0,0.125,0.625,0.65,1.0,100,10,0,80
semantic_co,382,0.5,0.5563847904658876,0.18181818181818182,0.8909090909090909,0.8909090909090909,1.0,100,10,0,55
semantic_co,383,,,0.0,0.0,0.0,,100,0,100,3
semantic_co,384,1.0,1.0,0.16393442622950818,0.5245901639344263,0.5573770491803278,1.0,100,10,0,61
semantic_co,385,0.45,0.8611375561264454,0.3333333333333333,0.7407407407407407,0.7407407407407407,0.9,100,10,0,27
semantic_co,386,0.5,0.6489315753318465,0.025380710659898477,0.025380710659898477,0.025380710659898477,1.0,100,5,95,197
semantic_co,387,0.5,1.0,0.10869565217391304,0.5434782608695652,0.6739130434782609,1.0,100,10,0,92
semantic_co,388,0.4,0.6698623505528797,0.13333333333333333,0.38333333333333336,0.38333333333333336,0.8,100,10,6,60
semantic_co,389,0.9,0.889611971433483,0.030959752321981424,0.15170278637770898,0.24148606811145512,1.0,100,10,4,323
semantic_co,390,0.5,1.0,0.16393442622950818,0.4426229508196721,0.4426229508196721,1.0,100,10,5,61
semantic_co,391,0.55,0.5180929525515644,0.043668122270742356,0.2183406113537118,0.29694323144104806,1.0,100,10,3,229
semantic_co,392,0.5,1.0,0.028985507246376812,0.14492753623188406,0.2898550724637681,1.0,100,10,0,345
semantic_co,393,0.45,0.9052116356304492,0.12,0.5333333333333333,0.8133333333333334,0.9,100,10,1,75
semantic_co,394,0.5,1.0,0.0970873786407767,0.1941747572815534,0.1941747572815534,1.0,100,10,8,103
semantic_co,395,0.35,0.772837825180752,0.4375,0.5625,0.5625,0.7,100,10,62,16
semantic_co,396,0.55,1.0,0.07575757575757576,0.3787878787878788,0.49242424242424243,1.0,100,10,0,132
semantic_co,397,0.5,1.0,0.020366598778004074,0.10183299389002037,0.1975560081466395,1.0,100,10,0,491
semantic_co,398,1.0,1.0,0.12048192771084337,0.24096385542168675,0.24096385542168675,1.0,100,10,0,83
semantic_co,399,0.5,1.0,0.14705882352941177,0.5147058823529411,0.5147058823529411,1.0,100,10,1,68
semantic_co,400,0.5,1.0,0.4166666666666667,0.4583333333333333,0.4583333333333333,1.0,100,10,83,24
semantic_co,401,0.65,0.6673042004997515,0.16666666666666666,0.7037037037037037,0.7037037037037037,0.9,100,10,8,54
semantic_co,402,0.5,0.4689657278038132,0.04424778761061947,0.22123893805309736,0.4336283185840708,1.0,100,10,0,226
semantic_co,403,0.7,0.6348589169640585,0.07258064516129033,0.3790322580645161,0.3870967741935484,0.9,100,10,0,124
semantic_co,404,0.5,0.5563847904658876,0.019157088122605363,0.09578544061302682,0.17049808429118773,1.0,100,10,0,522
semantic_co,405,0.5,1.0,0.028985507246376812,0.14492753623188406,0.18840579710144928,1.0,100,10,0,345
semantic_co,406,0.75,0.7919532402304721,0.11688311688311688,0.6363636363636364,0.987012987012987,0.9,100,10,0,77
semantic_co,407,0.5,0.41421356237309515,0.030211480362537766,0.1510574018126888,0.29003021148036257,1.0,100,10,0,331
semantic_co,408,1.0,1.0,0.09803921568627451,0.49019607843137253,0.6568627450980392,1.0,100,10,0,102
semantic_co,409,0.65,0.5801273292321323,0.0032679738562091504,0.01568627450980392,0.02679738562091503,1.0,100,10,2,3060
semantic_co,410,0.85,0.7931331652327267,0.10416666666666667,0.5208333333333334,0.8541666666666666,1.0,100,10,0,96
semantic_co,411,1.0,1.0,0.02865329512893983,0.14326647564469913,0.28653295128939826,1.0,100,10,0,349
semantic_co,412,0.55,1.0,0.009578544061302681,0.04789272030651341,0.07854406130268199,1.0,100,10,4,1044
semantic_co,413,0.55,1.0,0.017825311942959002,0.08912655971479501,0.1586452762923351,1.0,100,10,0,561
semantic_co,414,1.0,1.0,0.02666666666666667,0.13333333333333333,0.26666666666666666,1.0,100,10,0,375
semantic_co,415,1.0,1.0,0.08130081300813008,0.4065040650406504,0.8130081300813008,1.0,100,10,0,123
semantic_co,416,0.5,1.0,0.00693000693000693,0.03465003465003465,0.06860706860706861,1.0,100,10,0,1443
semantic_co,417,0.85,0.8683379003162609,0.017793594306049824,0.08896797153024912,0.15302491103202848,1.0,100,10,1,562
semantic_co,418,0.95,0.9627318051219201,0.01002004008016032,0.050100200400801605,0.10020040080160321,1.0,100,10,0,998
semantic_co,419,1.0,0.5637884576902256,0.19047619047619047,0.19047619047619047,0.19047619047619047,1.0,100,4,96,21
semantic_co,420,1.0,1.0,0.010101010101010102,0.050505050505050504,0.09898989898989899,1.0,100,10,0,990
semantic_co,421,0.95,0.9355366141346171,0.013869625520110958,0.06934812760055478,0.09431345353675451,1.0,100,10,12,721
semantic_co,422,1.0,1.0,0.0032637075718015664,0.015992167101827676,0.03231070496083551,1.0,100,10,0,3064
semantic_co,423,1.0,1.0,0.02386634844868735,0.11694510739856802,0.2315035799522673,1.0,100,10,0,419
semantic_co,424,0.5,0.8123370161981273,0.019553072625698324,0.09776536312849161,0.21508379888268156,0.7,100,10,0,358
semantic_co,425,0.7,0.7090541009628979,0.013888888888888888,0.06805555555555555,0.12083333333333333,1.0,100,10,0,720
semantic_co,426,1.0,1.0,0.008169934640522876,0.04084967320261438,0.08006535947712418,1.0,100,10,0,1224
semantic_co,427,0.5,1.0,0.01597444089456869,0.07667731629392971,0.07667731629392971,1.0,100,10,9,626
semantic_co,428,0.55,0.4952999454945278,0.0189873417721519,0.09915611814345991,0.16666666666666666,0.9,100,10,4,474
semantic_co,429,0.65,0.5913576249628184,0.01949317738791423,0.09746588693957114,0.1793372319688109,1.0,100,10,0,513
semantic_co,430,1.0,1.0,0.015772870662460567,0.07886435331230283,0.15615141955835962,1.0,100,10,0,634
semantic_co,431,1.0,1.0,0.06493506493506493,0.3116883116883117,0.5064935064935064,1.0,100,10,0,154
semantic_co,432,0.9,0.9168071624207861,0.05747126436781609,0.28735632183908044,0.4885057471264368,1.0,100,10,0,174
semantic_co,433,1.0,1.0,0.04132231404958678,0.2024793388429752,0.4090909090909091,1.0,100,10,0,242
semantic_co,434,0.95,0.9627318051219201,0.007288629737609329,0.03644314868804665,0.07215743440233237,1.0,100,10,1,1372
semantic_co,435,0.8,0.7380047071182868,0.028169014084507043,0.14084507042253522,0.27887323943661974,1.0,100,10,0,355
semantic_co,436,0.9,0.9205173063064886,0.04807692307692308,0.2403846153846154,0.27884615384615385,1.0,100,10,1,208
semantic_co,437,0.9,0.913403489140438,0.055865921787709494,0.27932960893854747,0.45251396648044695,1.0,100,10,0,179
semantic_co,438,1.0,1.0,0.06451612903225806,0.3225806451612903,0.5225806451612903,1.0,100,10,0,155
